STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,MIGRATION_TYPE,Entry category,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2020,,3762,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2020,,37676,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2020,,36074,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2020,,7921,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2020,,7472,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2021,,12741,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2021,,8537,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2021,,62636,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2021,,58699,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2021,,5506,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2022,,111219,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2022,,11253,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2022,,61532,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2022,,89568,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2022,,15556,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2022,,34087,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2023,,26885,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2023,,12710,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2023,,101293,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2023,,101688,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2023,,13368,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,ESP,Spain,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2023,,118908,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2014,,34949,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2014,,9869,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2014,,32309,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2015,,33029,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2015,,10311,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2015,,35699,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2016,,70458,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2016,,9960,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2016,,33422,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2017,,40080,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2017,,13357,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2017,,35199,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2018,,18908,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2018,,16743,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2018,,37521,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2019,,25986,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2019,,16886,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2019,,13542,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2020,,9099,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2020,,12939,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2020,,23531,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,SWE,Sweden,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2021,,4461,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2014,,8120,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2015,,11950,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2015,,71386,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2016,,72865,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2016,,12536,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2017,,12315,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2017,,69653,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2018,,84040,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2018,,11945,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2019,,15650,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2019,,113326,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2020,,77160,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2020,,7056,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2021,,28295,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2022,,20025,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2023,,53472,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2023,,25630,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,GBR,United Kingdom,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2023,,259552,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,USA,United States,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2023,,115738,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,USA,United States,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2023,,785910,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,USA,United States,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2023,,83883.78182,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,USA,United States,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2023,,126320,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,USA,United States,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2023,,78310.21818,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,AUS,Australia,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2024,,180,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,AUS,Australia,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2024,,66200,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,AUS,Australia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2024,,29343,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,AUS,Australia,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2024,,70900,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,AUS,Australia,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2024,,52720,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,AUS,Australia,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2024,,20000,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,AUT,Austria,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2024,,12308,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,AUT,Austria,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2024,,6336,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,AUT,Austria,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2024,,22459,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,AUT,Austria,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2024,,401,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,AUT,Austria,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2024,,58229,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,AUT,Austria,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2024,,2871,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,BEL,Belgium,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2024,,21125,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,BEL,Belgium,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2024,,15819.008,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,BEL,Belgium,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2024,,6980,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,BEL,Belgium,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2024,,25,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CAN,Canada,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2024,,76685,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CAN,Canada,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2024,,146450,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CAN,Canada,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2024,,135165,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CAN,Canada,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2024,,19295,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CAN,Canada,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2024,,105990,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CZE,Czechia,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2024,,9999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CZE,Czechia,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2024,,203,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CZE,Czechia,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2024,,17338,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CZE,Czechia,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2024,,511,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,CZE,Czechia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2024,,12191,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,DNK,Denmark,A,Annual,MIG_FLW,Migration flows by category,AC,Accompanying family of workers,PS,Persons,2024,,5903,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,DNK,Denmark,A,Annual,MIG_FLW,Migration flows by category,FA,Family,PS,Persons,2024,,5400,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,DNK,Denmark,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2024,,859,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,DNK,Denmark,A,Annual,MIG_FLW,Migration flows by category,OT,Other,PS,Persons,2024,,307,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,DNK,Denmark,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2024,,30461.6319,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,DNK,Denmark,A,Annual,MIG_FLW,Migration flows by category,WO,Work,PS,Persons,2024,,11456,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,EST,Estonia,A,Annual,MIG_FLW,Migration flows by category,HU,Humanitarian,PS,Persons,2024,,1369,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.IMD:DSD_MIG_INT@DF_MIG_INT_PER(1.0),Standardised inflows of permanent-type migrants,I,EST,Estonia,A,Annual,MIG_FLW,Migration flows by category,FR,Free movements,PS,Persons,2024,,3128,,A,Normal value,0,Units,1,One
